chr12	56436297	56436417
chr20	38953501	38953621
chr5	6431381	6431501
chr5	6431501	6431621
chr5	6552581	6552701
chr5	6552701	6552821
chr5	6633381	6633501
chr5	6633501	6633621
chr5	6653701	6653821
chr5	6754581	6754701
chr5	6754701	6754821
chr5	6916181	6916301
chr5	6916301	6916421
chr5	7017181	7017301
chr5	7017301	7017421
chr5	7077901	7078021
chr5	7097981	7098101
chr5	7098101	7098221
chr5	7118181	7118301
chr5	7118301	7118421
chr5	7340381	7340501
chr5	7340501	7340621
chr5	7441381	7441501
chr5	7441501	7441621
chr5	7501981	7502101
chr5	7502101	7502221
chr5	7562581	7562701
chr5	7562701	7562821
chr5	7602981	7603101
chr5	7603101	7603221
chr5	7623181	7623301
chr5	7623301	7623421
chr5	7643501	7643621
chr5	7683781	7683901
chr5	8108101	8108221
chr5	8330181	8330301
chr5	8431301	8431421
chr5	8653501	8653621
chr5	8794781	8794901
chr5	8794901	8795021
chr5	8915981	8916101
chr5	8916101	8916221
chr5	8956381	8956501
chr5	8956501	8956621
chr5	8976581	8976701
chr5	8976701	8976821
chr5	8996781	8996901
chr5	8996901	8997021
chr5	9219101	9219221
chr5	9239301	9239421
chr5	9249181	9249301
chr5	9319981	9320101
chr5	9501781	9501901
chr5	9562501	9562621
chr5	9643181	9643301
chr5	9683581	9683701
chr5	9724101	9724221
chr5	9744181	9744301
chr5	9744301	9744421
chr5	9764381	9764501
chr5	9764501	9764621
chr5	136210181	136210301
chr5	136210301	136210421
chr5	136230381	136230501
chr5	136230501	136230621
chr5	136270781	136270901
chr5	136270901	136271021
chr5	136371781	136371901
chr5	136371901	136372021
chr5	136391981	136392101
chr5	136492981	136493101
chr5	136493101	136493221
chr5	136654701	136654821
chr5	136856581	136856701
chr5	136856701	136856821
chr5	136917181	136917301
chr5	136917301	136917421
chr5	136957701	136957821
chr5	136977781	136977901
chr5	136977901	136978021
chr5	137139381	137139501
chr5	137139501	137139621
chr5	137179781	137179901
chr5	137179901	137180021
chr5	137199981	137200101
chr5	137200101	137200221
chr5	137240501	137240621
chr5	137402101	137402221
chr5	137502981	137503101
chr5	137503101	137503221
chr5	137523181	137523301
chr5	137523301	137523421
chr5	137553381	137553501
chr5	137644501	137644621
chr5	137684781	137684901
chr5	137684901	137685021
chr5	137805981	137806101
chr5	137806101	137806221
chr5	137826301	137826421
chr5	137846381	137846501
chr5	137846501	137846621
chr5	137947381	137947501
chr5	137947501	137947621
chr5	138008101	138008221
chr5	138189781	138189901
chr5	138189901	138190021
chr5	138209981	138210101
chr5	138210101	138210221
chr5	138230301	138230421
chr5	138351501	138351621
chr5	138411981	138412101
chr5	138412101	138412221
chr5	138492781	138492901
chr5	138654501	138654621
chr5	138674581	138674701
chr5	138755381	138755501
chr5	138755501	138755621
chr5	138775581	138775701
chr5	138775701	138775821
chr5	138856501	138856621
chr5	138896781	138896901
chr5	138896901	138897021
chr5	138957381	138957501
chr5	138957501	138957621
chr5	139199781	139199901
chr5	139199901	139200021
chr5	139422101	139422221
chr5	139462381	139462501
chr7	98636381	98636501
chr7	98676781	98676901
chr7	98717181	98717301
chr7	98737381	98737501
chr7	98737501	98737621
chr7	98898981	98899101
chr7	98919181	98919301
chr7	98919301	98919421
chr7	99100981	99101101
chr7	99101101	99101221
chr7	99222181	99222301
chr7	99222301	99222421
chr7	99242381	99242501
chr7	99242501	99242621
chr7	99505101	99505221
chr7	99525301	99525421
chr7	99565581	99565701
chr7	99605981	99606101
chr7	99606101	99606221
chr7	99626301	99626421
chr7	99767581	99767701
chr7	99767701	99767821
chr7	100030301	100030421
chr7	100050381	100050501
chr7	100232181	100232301
chr7	100232301	100232421
chr7	100252501	100252621
chr7	100313101	100313221
chr7	100333181	100333301
chr7	100333301	100333421
chr7	100393781	100393901
chr7	100434181	100434301
chr7	100434301	100434421
chr7	100494781	100494901
chr7	100494901	100495021
chr7	100514981	100515101
chr7	100515101	100515221
chr7	100616101	100616221
chr7	100716981	100717101
chr7	100737181	100737301
chr7	100737301	100737421
chr7	100757381	100757501
chr7	100757501	100757621
chr7	100777701	100777821
chr7	100838181	100838301
chr7	100838301	100838421
chr7	100858381	100858501
chr7	100898901	100899021
chr7	100959501	100959621
chr7	100999781	100999901
chr7	101060381	101060501
chr7	101060501	101060621
chr7	101121101	101121221
chr7	101262501	101262621
chr7	101343301	101343421
chr7	101585581	101585701
chr7	101666501	101666621
chr7	101767501	101767621
chr7	101787581	101787701
chr7	101787701	101787821
chr7	101807901	101808021
chr7	102070381	102070501
chr7	102090701	102090821
chr7	102555181	102555301
chr7	102555301	102555421
chr7	102757181	102757301
chr7	102757301	102757421
chr7	102847981	102848101
chr7	102938981	102939101
chr7	103060301	103060421
chr7	103080381	103080501
chr7	103080501	103080621
chr7	103140981	103141101
chr7	103363301	103363421
chr7	103403581	103403701
chr7	103403701	103403821
chr7	103666301	103666421
chr7	103686501	103686621
chr7	103747101	103747221
chr7	103848101	103848221
chr7	103908581	103908701
chr7	103908701	103908821
chr7	103928781	103928901
chr7	103928901	103929021
chr7	104090381	104090501
chr7	104090501	104090621
chr7	104191381	104191501
chr7	104191501	104191621
chr7	104211581	104211701
chr7	104211701	104211821
chr7	104292501	104292621
chr7	114751581	114751701
chr7	114791981	114792101
chr7	114792101	114792221
chr7	114822301	114822421
chr7	114892981	114893101
chr7	114893101	114893221
chr7	115034381	115034501
chr7	115155581	115155701
chr7	115155701	115155821
chr7	115276781	115276901
chr7	115276901	115277021
chr7	115519181	115519301
chr7	115519301	115519421
chr7	115559581	115559701
chr7	115559701	115559821
chr7	115579781	115579901
chr7	115579901	115580021
chr7	115620181	115620301
chr7	115620301	115620421
chr7	115680781	115680901
chr7	115680901	115681021
chr7	115923181	115923301
chr7	115923301	115923421
chr7	115943381	115943501
chr7	116003981	116004101
chr7	116004101	116004221
chr7	116024301	116024421
chr7	116044381	116044501
chr7	116044501	116044621
chr7	116104981	116105101
chr7	116105101	116105221
chr7	116448381	116448501
chr7	116488901	116489021
chr7	116508981	116509101
chr7	116509101	116509221
chr7	116731301	116731421
chr7	116771701	116771821
chr7	116791781	116791901
chr7	116832181	116832301
chr7	117357381	117357501
chr7	99737181	99737301
chr7	100030181	100030301
chr7	101767381	101767501
chr7	103272181	103272301
chr7	103272301	103272421
chr7	115216181	115216301
chr7	115216301	115216421
chr7	101080581	101080701
chr7	101080701	101080821
chr7	103151101	103151221
chr8	87051581	87051701
chr8	87051701	87051821
chr8	87112301	87112421
chr8	87213181	87213301
chr8	87213301	87213421
chr8	87253701	87253821
chr8	87354581	87354701
chr8	87354701	87354821
chr8	87415181	87415301
chr8	87415301	87415421
chr8	87455581	87455701
chr8	87455701	87455821
chr8	87475901	87476021
chr8	87496101	87496221
chr8	87596981	87597101
chr8	87597101	87597221
chr8	87617301	87617421
chr8	87697981	87698101
chr8	87698101	87698221
chr8	87718181	87718301
chr8	87718301	87718421
chr8	87758581	87758701
chr8	87798981	87799101
chr8	87799101	87799221
chr8	88122181	88122301
chr8	88122301	88122421
chr8	88243501	88243621
chr8	88303981	88304101
chr8	88304101	88304221
chr8	88324301	88324421
chr8	88465581	88465701
chr8	88465701	88465821
chr8	88707981	88708101
chr8	88708101	88708221
chr8	88920101	88920221
chr8	89152381	89152501
chr8	89152501	89152621
chr8	89253381	89253501
chr8	89253501	89253621
chr8	89273701	89273821
chr8	89354501	89354621
chr8	89374581	89374701
chr8	89455381	89455501
chr8	89455501	89455621
chr8	89536181	89536301
chr8	89536301	89536421
chr8	89677701	89677821
chr8	89707901	89708021
chr8	89859381	89859501
chr8	89859501	89859621
chr8	90121981	90122101
chr8	90182581	90182701
chr8	90283701	90283821
chr8	90344301	90344421
chr8	90445301	90445421
chr8	90505781	90505901
chr8	90505901	90506021
chr8	90697581	90697701
chr8	91051181	91051301
chr8	91051301	91051421
chr8	91111781	91111901
chr8	91394581	91394701
chr8	91394701	91394821
chr8	91515781	91515901
chr8	91515901	91516021
chr8	91536101	91536221
chr8	91616781	91616901
chr8	91737981	91738101
chr8	91818781	91818901
chr8	92000701	92000821
chr8	92101701	92101821
chr8	92141981	92142101
chr8	92142101	92142221
chr8	92424901	92425021
chr8	92485381	92485501
chr8	92485501	92485621
chr8	92505581	92505701
chr8	92525781	92525901
chr8	92525901	92526021
chr8	92566181	92566301
chr8	92566301	92566421
chr8	92586381	92586501
